TIME_STEP,AGE_GROUP,SEX,NET_IMMIGRATION
2055-2059,50-54,FEMALE,-3985
2035-2039,80-84,MALE,-214
2035-2039,75-79,FEMALE,-561
2040-2044,15-19,FEMALE,6676
2070-2074,70-74,FEMALE,-3719
2045-2049,20-24,FEMALE,11064
2070-2074,65-69,MALE,-1539
2085-2089,5-9,FEMALE,5137
2095-2099,40-44,FEMALE,15002
2035-2039,55-59,FEMALE,-2073
2025-2029,35-39,FEMALE,7255
,0-4,MALE,6288
2045-2049,30-34,FEMALE,17259
2065-2069,85+,MALE,58
2085-2089,25-29,MALE,26888
2055-2059,85+,FEMALE,-870
2060-2064,85+,FEMALE,294
2070-2074,85+,MALE,-2161
2090-2094,80-84,FEMALE,-3145
2095-2099,10-14,FEMALE,5882
2025-2029,5-9,FEMALE,1510
2030-2034,35-39,MALE,22238
2070-2074,40-44,FEMALE,14664
2095-2099,10-14,MALE,8841
2045-2049,80-84,FEMALE,-431
2045-2049,10-14,MALE,7294
2035-2039,85+,FEMALE,241
2060-2064,60-64,FEMALE,-3588
2050-2054,80-84,MALE,-1774
2060-2064,60-64,MALE,411
2060-2064,80-84,FEMALE,-2090
2065-2069,45-49,MALE,8641
2050-2054,35-39,FEMALE,15472
2085-2089,70-74,MALE,-3599
2095-2099,85+,FEMALE,289
2080-2084,5-9,FEMALE,5142
2025-2029,0-4,MALE,3391
2025-2029,65-69,FEMALE,-1149
2045-2049,80-84,MALE,-959
2090-2094,25-29,MALE,28544
2075-2079,75-79,MALE,-4766
2065-2069,75-79,FEMALE,-2250
2025-2029,85+,MALE,223
2025-2029,45-49,MALE,4212
2095-2099,70-74,MALE,-4543
2025-2029,0-4,FEMALE,2702
2065-2069,45-49,MALE,6731
2060-2064,50-54,MALE,1711
2050-2054,55-59,MALE,2433
2025-2029,75-79,FEMALE,-134
2095-2099,0-4,MALE,5885
2065-2069,5-9,MALE,7054
2030-2034,85+,MALE,164
2080-2084,10-14,FEMALE,5860
2040-2044,60-64,FEMALE,-3127
2025-2029,60-64,MALE,3869
2050-2054,85+,MALE,493
2045-2049,25-29,FEMALE,14631
2035-2039,15-19,MALE,11504
2022-2024,70-74,MALE,2646
2060-2064,40-44,MALE,21928
2085-2089,40-44,FEMALE,13388
2060-2064,85+,MALE,415
2060-2064,45-49,FEMALE,-2843
2035-2039,60-64,FEMALE,-1122
2075-2079,40-44,MALE,14929
2035-2039,30-34,MALE,23964
2085-2089,70-74,FEMALE,-3697
2065-2069,15-19,FEMALE,8336
2095-2099,70-74,FEMALE,-4193
2065-2069,0-4,FEMALE,4645
2030-2034,20-24,MALE,13079
2040-2044,10-14,MALE,7752
2065-2069,85+,FEMALE,270
2025-2029,15-19,MALE,7901
2090-2094,70-74,MALE,-4944
2045-2049,85+,MALE,29
2025-2029,85+,MALE,57
2055-2059,55-59,MALE,2167
2030-2034,50-54,MALE,4343
2040-2044,30-34,FEMALE,17023
2065-2069,65-69,FEMALE,-4311
2070-2074,30-34,FEMALE,19264
2090-2094,70-74,FEMALE,-4123
2035-2039,45-49,MALE,7476
2035-2039,70-74,MALE,1563
2050-2054,35-39,FEMALE,16218
2070-2074,50-54,FEMALE,-4176
2080-2084,70-74,FEMALE,-3952
2080-2084,45-49,FEMALE,-682
2040-2044,25-29,MALE,21643
2080-2084,15-19,FEMALE,9316
2065-2069,80-84,MALE,-3432
2045-2049,70-74,FEMALE,-1370
2065-2069,85+,FEMALE,390
2060-2064,35-39,MALE,24879
2040-2044,15-19,FEMALE,7300
2070-2074,50-54,FEMALE,-4573
2055-2059,5-9,MALE,6735
2095-2099,85+,FEMALE,426
2025-2029,15-19,MALE,6801
2040-2044,55-59,MALE,3827
2035-2039,10-14,MALE,6875
2090-2094,75-79,MALE,-5204
2022-2024,55-59,MALE,14279
2045-2049,50-54,FEMALE,-5258
2090-2094,85+,FEMALE,251
2040-2044,35-39,MALE,24714
2075-2079,50-54,MALE,2466
2085-2089,10-14,MALE,7793
2095-2099,75-79,FEMALE,-3981
,40-44,MALE,18257
2075-2079,0-4,MALE,8040
2030-2034,85+,MALE,294
2035-2039,10-14,FEMALE,4791
2050-2054,20-24,MALE,15854
2022-2024,85+,FEMALE,256
2065-2069,70-74,MALE,-2200
2030-2034,20-24,FEMALE,8097
2045-2049,45-49,FEMALE,-3799
2022-2024,10-14,MALE,18889
2065-2069,30-34,MALE,29156
2070-2074,85+,MALE,283
2035-2039,40-44,FEMALE,9777
2025-2029,5-9,MALE,3102
2065-2069,60-64,MALE,1125
2050-2054,0-4,MALE,5212
2025-2029,85+,MALE,115
2030-2034,75-79,MALE,987
2050-2054,65-69,MALE,-294
2090-2094,20-24,MALE,16242
2030-2034,0-4,MALE,4433
2080-2084,45-49,MALE,9639
2090-2094,80-84,FEMALE,-3240
2060-2064,10-14,FEMALE,5850
2090-2094,25-29,MALE,28550
2035-2039,40-44,MALE,19537
2070-2074,60-64,MALE,-450
2050-2054,10-14,MALE,8037
2060-2064,45-49,MALE,4546
2030-2034,20-24,MALE,13193
2080-2084,50-54,MALE,2396
2090-2094,55-59,MALE,2616
2065-2069,40-44,FEMALE,12953
2045-2049,55-59,MALE,2627
2060-2064,20-24,FEMALE,10158
2030-2034,60-64,FEMALE,-1260
2045-2049,60-64,MALE,250
2095-2099,40-44,MALE,18251
2025-2029,35-39,FEMALE,9497
2055-2059,70-74,FEMALE,-2747
2055-2059,80-84,MALE,-1936
2070-2074,85+,FEMALE,294
2085-2089,30-34,FEMALE,19141
2035-2039,85+,FEMALE,-24
2080-2084,40-44,FEMALE,13278
2080-2084,85+,MALE,362
2060-2064,85+,FEMALE,341
2040-2044,80-84,FEMALE,-499
2085-2089,20-24,FEMALE,11398
2030-2034,20-24,MALE,15690
2035-2039,80-84,FEMALE,-48
2045-2049,20-24,MALE,15661
2080-2084,35-39,FEMALE,16847
2095-2099,60-64,MALE,-450
2070-2074,85+,MALE,570
2085-2089,10-14,FEMALE,5913
2040-2044,15-19,MALE,9768
2080-2084,65-69,MALE,-2880
2090-2094,5-9,MALE,7004
2085-2089,65-69,MALE,-2367
2025-2029,40-44,FEMALE,5772
2055-2059,5-9,MALE,7225
2075-2079,60-64,MALE,1296
2085-2089,70-74,FEMALE,-3872
2090-2094,15-19,FEMALE,6566
2045-2049,35-39,FEMALE,15795
2090-2094,0-4,FEMALE,4268
2095-2099,5-9,FEMALE,5071
2065-2069,10-14,FEMALE,5993
2040-2044,0-4,MALE,7962
2075-2079,30-34,FEMALE,19067
2060-2064,85+,MALE,570
2055-2059,40-44,MALE,16302
2065-2069,0-4,FEMALE,7602
2045-2049,25-29,MALE,26478
2075-2079,15-19,MALE,14725
2075-2079,80-84,MALE,-3178
2022-2024,85+,MALE,446
2040-2044,35-39,MALE,21631
2060-2064,10-14,FEMALE,6046
2095-2099,45-49,FEMALE,-1911
2025-2029,55-59,FEMALE,-970
2050-2054,30-34,MALE,27832
2060-2064,40-44,FEMALE,10371
2025-2029,20-24,FEMALE,1380
2035-2039,45-49,MALE,3684
2090-2094,55-59,FEMALE,-4083
2080-2084,10-14,MALE,7657
2090-2094,80-84,MALE,-5020
2025-2029,15-19,MALE,4642
2030-2034,75-79,MALE,387
2055-2059,55-59,MALE,2019
2080-2084,30-34,FEMALE,19217
2060-2064,65-69,MALE,-1223
2030-2034,15-19,FEMALE,5667
2035-2039,0-4,MALE,5069
2035-2039,70-74,FEMALE,-665
2055-2059,50-54,MALE,2131
2085-2089,60-64,FEMALE,-4239
2055-2059,40-44,FEMALE,12154
2085-2089,45-49,MALE,5665
2035-2039,35-39,FEMALE,14011
2080-2084,65-69,FEMALE,-4729
2030-2034,30-34,MALE,21873
2095-2099,75-79,FEMALE,-3560
2065-2069,50-54,MALE,2470
2090-2094,50-54,FEMALE,-4214
2060-2064,80-84,FEMALE,-1497
2080-2084,85+,MALE,29
2070-2074,60-64,MALE,298
2080-2084,10-14,MALE,8055
2030-2034,40-44,FEMALE,6906
2022-2024,5-9,MALE,18279
2090-2094,80-84,MALE,-4422
2045-2049,20-24,MALE,21429
2025-2029,5-9,FEMALE,1938
2050-2054,70-74,FEMALE,-2248
2090-2094,0-4,MALE,5512
2055-2059,10-14,FEMALE,5858
2040-2044,55-59,FEMALE,-2095
2080-2084,0-4,FEMALE,4323
2095-2099,20-24,MALE,16232
2085-2089,75-79,FEMALE,-3514
2065-2069,20-24,FEMALE,14678
2030-2034,5-9,FEMALE,4537
2075-2079,65-69,FEMALE,-4304
2090-2094,15-19,MALE,9526
2060-2064,30-34,MALE,28985
2025-2029,5-9,MALE,3019
2075-2079,35-39,FEMALE,18479
2070-2074,85+,MALE,493
2060-2064,85+,FEMALE,275
2080-2084,15-19,MALE,14729
2025-2029,25-29,FEMALE,9099
2080-2084,85+,MALE,188
2090-2094,55-59,FEMALE,-4055
2055-2059,60-64,MALE,1379
2065-2069,70-74,MALE,-3199
2050-2054,75-79,MALE,-1559
2050-2054,55-59,FEMALE,-3850
2050-2054,85+,MALE,78
2075-2079,20-24,MALE,21287
2095-2099,65-69,MALE,-1621
2030-2034,85+,MALE,65
2045-2049,15-19,FEMALE,6253
2065-2069,45-49,FEMALE,-3785
2080-2084,15-19,MALE,11805
2085-2089,85+,FEMALE,233
2085-2089,60-64,FEMALE,-4486
2025-2029,5-9,MALE,971
2075-2079,40-44,MALE,22543
2060-2064,65-69,FEMALE,-3280
2035-2039,15-19,FEMALE,6874
2060-2064,45-49,FEMALE,-3710
2070-2074,35-39,MALE,27445
2075-2079,85+,MALE,42
2045-2049,85+,FEMALE,275
2065-2069,65-69,MALE,-2784
2040-2044,70-74,MALE,-740
2045-2049,0-4,FEMALE,4817
2070-2074,85+,FEMALE,235
2065-2069,85+,MALE,319
2085-2089,80-84,FEMALE,-2742
2090-2094,35-39,MALE,27950
2055-2059,85+,MALE,-1177
2065-2069,75-79,FEMALE,-2584
2080-2084,30-34,FEMALE,18847
2090-2094,70-74,FEMALE,-4082
2025-2029,15-19,MALE,4575
2025-2029,10-14,FEMALE,2399
2045-2049,50-54,MALE,2281
2022-2024,40-44,MALE,34051
2045-2049,65-69,MALE,164
2070-2074,60-64,MALE,156
2075-2079,55-59,MALE,1609
2035-2039,70-74,FEMALE,-539
2090-2094,15-19,FEMALE,6572
2040-2044,85+,MALE,535
2070-2074,40-44,MALE,14531
2040-2044,75-79,FEMALE,-660
2080-2084,20-24,MALE,16338
2095-2099,70-74,MALE,-4507
2075-2079,30-34,MALE,29381
2045-2049,40-44,MALE,18451
2095-2099,15-19,FEMALE,6962
2035-2039,0-4,FEMALE,4277
2055-2059,80-84,FEMALE,-966
2060-2064,10-14,MALE,8789
2075-2079,80-84,FEMALE,-1463
2075-2079,20-24,FEMALE,10318
2045-2049,60-64,MALE,2332
2060-2064,20-24,FEMALE,10192
2045-2049,40-44,MALE,15279
2050-2054,40-44,MALE,22434
2045-2049,0-4,FEMALE,7578
2055-2059,85+,MALE,570
2085-2089,65-69,FEMALE,-4520
2095-2099,85+,MALE,185
2025-2029,55-59,MALE,5440
2025-2029,70-74,FEMALE,-1071
2035-2039,20-24,FEMALE,9142
2045-2049,25-29,MALE,22569
2085-2089,30-34,FEMALE,19142
2090-2094,85+,MALE,314
2065-2069,20-24,FEMALE,12486
2070-2074,75-79,FEMALE,-3414
2075-2079,55-59,MALE,2512
2025-2029,30-34,MALE,13110
2035-2039,20-24,MALE,16880
2085-2089,35-39,MALE,27022
2030-2034,0-4,FEMALE,4120
2045-2049,70-74,FEMALE,-1380
2040-2044,75-79,MALE,-638
2065-2069,60-64,FEMALE,-4083
2050-2054,85+,MALE,42
2090-2094,60-64,MALE,-348
2025-2029,65-69,MALE,3482
2055-2059,85+,FEMALE,341
2055-2059,85+,MALE,29
2040-2044,10-14,FEMALE,5815
2075-2079,40-44,FEMALE,8887
2025-2029,80-84,FEMALE,-95
2095-2099,40-44,FEMALE,9225
2035-2039,60-64,FEMALE,-1318
2035-2039,15-19,MALE,8419
2022-2024,40-44,FEMALE,18465
2035-2039,85+,FEMALE,275
2065-2069,80-84,MALE,-3177
2070-2074,25-29,FEMALE,17667
2085-2089,80-84,FEMALE,-2217
2065-2069,80-84,MALE,-3822
2030-2034,75-79,MALE,231
2065-2069,25-29,FEMALE,16751
2030-2034,25-29,MALE,20493
2065-2069,0-4,MALE,5233
2055-2059,50-54,MALE,2333
2040-2044,50-54,FEMALE,-5054
2085-2089,60-64,MALE,331
2045-2049,65-69,MALE,147
2025-2029,50-54,MALE,5400
2060-2064,60-64,MALE,596
2070-2074,85+,FEMALE,-1649
2090-2094,50-54,MALE,2607
2022-2024,40-44,MALE,25560
2075-2079,85+,MALE,317
2080-2084,55-59,FEMALE,-4198
2070-2074,55-59,FEMALE,-4120
2055-2059,30-34,FEMALE,18874
2090-2094,50-54,FEMALE,-4165
2040-2044,30-34,FEMALE,16475
2045-2049,20-24,MALE,20361
2055-2059,65-69,MALE,-705
2050-2054,85+,FEMALE,269
2060-2064,85+,MALE,219
2035-2039,80-84,MALE,-780
2050-2054,20-24,MALE,20664
2070-2074,30-34,MALE,29480
2075-2079,40-44,MALE,20242
2080-2084,50-54,FEMALE,-4332
2075-2079,85+,FEMALE,433
2060-2064,65-69,MALE,-1885
2045-2049,15-19,FEMALE,6227
2030-2034,40-44,MALE,14904
2045-2049,0-4,MALE,5510
2075-2079,85+,MALE,218
2085-2089,50-54,MALE,2459
2022-2024,25-29,MALE,40092
2055-2059,80-84,MALE,-2877
2070-2074,85+,MALE,-2369
2070-2074,85+,MALE,188
2050-2054,50-54,MALE,1029
2050-2054,30-34,MALE,27637
2060-2064,5-9,MALE,7452
2045-2049,40-44,FEMALE,10045
2060-2064,70-74,MALE,-2891
2050-2054,80-84,FEMALE,-1072
2060-2064,65-69,MALE,-473
2080-2084,40-44,MALE,17856
2030-2034,80-84,MALE,-205
2035-2039,40-44,MALE,18235
2090-2094,55-59,FEMALE,-4080
,15-19,MALE,11510
2035-2039,35-39,MALE,20548
2050-2054,20-24,FEMALE,11074
2085-2089,55-59,FEMALE,-4019
2060-2064,25-29,MALE,25339
2085-2089,0-4,FEMALE,7496
2075-2079,85+,FEMALE,275
2030-2034,70-74,FEMALE,-742
2035-2039,25-29,MALE,21051
2095-2099,65-69,MALE,-2981
2075-2079,20-24,MALE,19654
2045-2049,60-64,FEMALE,-3017
2045-2049,0-4,FEMALE,4799
2085-2089,15-19,FEMALE,6993
2035-2039,60-64,MALE,4208
2065-2069,5-9,MALE,6405
2055-2059,50-54,FEMALE,-4084
2075-2079,70-74,FEMALE,-4242
2075-2079,0-4,MALE,5993
2065-2069,30-34,MALE,28698
2050-2054,5-9,FEMALE,5592
2080-2084,80-84,FEMALE,-2505
2022-2024,60-64,FEMALE,5854
2035-2039,30-34,MALE,23007
2080-2084,55-59,MALE,1527
,20-24,FEMALE,14080
2035-2039,85+,FEMALE,367
2045-2049,65-69,FEMALE,-2435
2090-2094,85+,MALE,57
2095-2099,5-9,FEMALE,5084
2080-2084,5-9,FEMALE,5787
2070-2074,25-29,FEMALE,16785
2022-2024,20-24,MALE,33045
2030-2034,55-59,FEMALE,-1655
2090-2094,75-79,FEMALE,-3668
2050-2054,30-34,FEMALE,18125
2030-2034,10-14,MALE,4184
2070-2074,35-39,FEMALE,15825
2022-2024,75-79,MALE,2303
2040-2044,85+,FEMALE,249
2055-2059,75-79,MALE,-2725
2045-2049,30-34,FEMALE,17924
2060-2064,0-4,MALE,5227
2065-2069,60-64,MALE,468
2065-2069,55-59,MALE,1537
2065-2069,80-84,FEMALE,-2125
2035-2039,30-34,FEMALE,16108
2040-2044,85+,FEMALE,185
2065-2069,30-34,MALE,29254
2050-2054,5-9,MALE,7284
2085-2089,0-4,FEMALE,7486
2045-2049,5-9,FEMALE,5607
2040-2044,85+,FEMALE,306
2075-2079,25-29,FEMALE,15867
2075-2079,15-19,MALE,10531
2085-2089,0-4,FEMALE,4414
2045-2049,55-59,MALE,2763
2050-2054,70-74,FEMALE,-2310
2075-2079,25-29,MALE,25757
2090-2094,65-69,FEMALE,-4299
2030-2034,85+,MALE,203
2045-2049,85+,FEMALE,341
2075-2079,60-64,FEMALE,-4305
2025-2029,15-19,FEMALE,4028
2045-2049,35-39,FEMALE,16269
2050-2054,15-19,MALE,10189
2050-2054,70-74,FEMALE,-1985
2045-2049,75-79,MALE,-1717
2055-2059,0-4,FEMALE,4345
2050-2054,65-69,FEMALE,-3402
2055-2059,45-49,MALE,8139
2085-2089,65-69,MALE,-2228
2070-2074,50-54,FEMALE,-4633
2095-2099,85+,MALE,185
2065-2069,45-49,FEMALE,3454
2055-2059,35-39,MALE,27165
2065-2069,45-49,FEMALE,-3134
2060-2064,85+,MALE,18
2025-2029,35-39,FEMALE,7288
2050-2054,15-19,FEMALE,7377
2095-2099,30-34,FEMALE,18868
2070-2074,55-59,FEMALE,-4157
2055-2059,65-69,FEMALE,-3449
2060-2064,50-54,MALE,2025
2025-2029,70-74,MALE,2503
2065-2069,10-14,MALE,7610
2065-2069,40-44,FEMALE,5627
2070-2074,25-29,FEMALE,17657
2022-2024,70-74,MALE,3964
2025-2029,65-69,FEMALE,-1108
2075-2079,35-39,FEMALE,18487
2045-2049,15-19,FEMALE,8117
2065-2069,25-29,MALE,28298
2075-2079,60-64,FEMALE,-4382
2075-2079,50-54,MALE,2449
2085-2089,85+,MALE,29
2095-2099,80-84,MALE,-5084
2045-2049,75-79,MALE,-1459
2030-2034,45-49,MALE,4897
2025-2029,85+,MALE,209
2085-2089,55-59,FEMALE,-4137
2030-2034,55-59,MALE,6337
2075-2079,85+,FEMALE,317
2022-2024,45-49,MALE,18144
2085-2089,55-59,MALE,1800
2045-2049,85+,MALE,-280
2065-2069,20-24,FEMALE,11318
2080-2084,85+,FEMALE,268
2095-2099,60-64,FEMALE,-4323
2065-2069,80-84,FEMALE,-1982
2075-2079,30-34,MALE,29442
2045-2049,50-54,MALE,1228
2060-2064,45-49,MALE,8269
2040-2044,45-49,MALE,2597
2090-2094,80-84,MALE,-3632
2035-2039,10-14,FEMALE,5282
2022-2024,65-69,FEMALE,3424
2030-2034,25-29,MALE,21069
2065-2069,55-59,MALE,2264
2050-2054,60-64,MALE,2864
2055-2059,85+,MALE,78
2030-2034,40-44,MALE,13969
2080-2084,85+,MALE,317
2090-2094,85+,MALE,185
2090-2094,85+,MALE,409
2065-2069,45-49,FEMALE,696
2022-2024,75-79,FEMALE,1641
2080-2084,5-9,FEMALE,5602
2030-2034,85+,MALE,399
2055-2059,55-59,MALE,1775
2075-2079,85+,FEMALE,275
2090-2094,10-14,MALE,7602
2095-2099,85+,FEMALE,258
2055-2059,10-14,MALE,8623
2075-2079,0-4,MALE,8034
2045-2049,15-19,FEMALE,8036
2050-2054,65-69,FEMALE,-3017
2040-2044,65-69,MALE,1909
2035-2039,85+,FEMALE,198
2055-2059,35-39,MALE,23895
2095-2099,25-29,MALE,24271
2022-2024,65-69,FEMALE,5347
2040-2044,35-39,FEMALE,12906
2055-2059,65-69,MALE,-2146
2050-2054,0-4,FEMALE,4619
2050-2054,30-34,MALE,27636
2070-2074,70-74,FEMALE,-3848
,40-44,FEMALE,7952
2075-2079,0-4,FEMALE,4635
2060-2064,85+,MALE,319
,20-24,FEMALE,13005
2030-2034,15-19,MALE,6794
2080-2084,20-24,FEMALE,14793
2035-2039,0-4,FEMALE,4137
2035-2039,10-14,FEMALE,4920
2040-2044,65-69,FEMALE,-1470
2065-2069,55-59,FEMALE,-3905
2070-2074,0-4,MALE,5592
2025-2029,40-44,MALE,14337
2070-2074,35-39,MALE,28947
2095-2099,30-34,FEMALE,19123
2065-2069,40-44,MALE,22089
2022-2024,80-84,MALE,559
2050-2054,85+,FEMALE,294
,85+,MALE,272
2050-2054,25-29,MALE,26078
2035-2039,85+,MALE,36
2085-2089,45-49,MALE,4339
2085-2089,50-54,FEMALE,-3725
2085-2089,20-24,MALE,21292
2022-2024,10-14,FEMALE,13476
2025-2029,40-44,MALE,15016
2050-2054,50-54,MALE,1420
2045-2049,20-24,FEMALE,9973
2050-2054,15-19,MALE,12819
2065-2069,85+,FEMALE,235
2055-2059,80-84,FEMALE,-1200
2025-2029,15-19,FEMALE,3459
2090-2094,85+,FEMALE,313
2080-2084,25-29,MALE,27856
2090-2094,30-34,FEMALE,19308
2025-2029,5-9,MALE,2425
2025-2029,25-29,FEMALE,8179
2050-2054,10-14,MALE,7790
2075-2079,5-9,MALE,7068
2022-2024,85+,MALE,830
2030-2034,15-19,MALE,7806
2030-2034,75-79,FEMALE,-67
2060-2064,35-39,FEMALE,18093
2045-2049,70-74,FEMALE,-1559
2075-2079,85+,FEMALE,300
2090-2094,30-34,MALE,29781
2040-2044,85+,FEMALE,225
2035-2039,20-24,FEMALE,9838
2095-2099,20-24,MALE,19480
2065-2069,10-14,MALE,8022
2055-2059,40-44,MALE,18705
2055-2059,60-64,FEMALE,-3981
2075-2079,25-29,FEMALE,18892
2060-2064,70-74,MALE,-2772
2075-2079,70-74,MALE,-4516
2055-2059,85+,FEMALE,197
2090-2094,15-19,MALE,14658
2025-2029,20-24,MALE,7811
2045-2049,70-74,FEMALE,-1422
2080-2084,65-69,MALE,-1537
2070-2074,45-49,FEMALE,3604
2055-2059,50-54,MALE,1582
2035-2039,20-24,FEMALE,10897
2035-2039,65-69,FEMALE,-1339
2095-2099,35-39,MALE,26002
2045-2049,55-59,MALE,1165
2025-2029,50-54,MALE,4750
2050-2054,25-29,MALE,25812
2022-2024,5-9,MALE,12849
2070-2074,65-69,FEMALE,-3956
2025-2029,25-29,MALE,14613
2060-2064,85+,MALE,29
2080-2084,50-54,MALE,2732
2080-2084,80-84,MALE,-4099
2025-2029,35-39,FEMALE,7640
2030-2034,65-69,MALE,2747
2050-2054,85+,FEMALE,235
2035-2039,35-39,FEMALE,14093
2045-2049,65-69,MALE,-276
2055-2059,45-49,FEMALE,2676
2080-2084,45-49,FEMALE,3812
2055-2059,10-14,FEMALE,5958
2035-2039,50-54,FEMALE,-2109
2080-2084,25-29,FEMALE,18920
2055-2059,60-64,MALE,918
2030-2034,10-14,FEMALE,3440
2050-2054,20-24,FEMALE,13356
2022-2024,5-9,MALE,16080
2075-2079,85+,MALE,-1567
2075-2079,85+,MALE,248
2060-2064,80-84,MALE,-1706
2070-2074,80-84,FEMALE,-1980
2030-2034,35-39,FEMALE,13105
2070-2074,35-39,MALE,28907
2030-2034,70-74,FEMALE,-887
2050-2054,65-69,MALE,276
2065-2069,35-39,FEMALE,15606
2022-2024,65-69,MALE,6606
2075-2079,60-64,MALE,296
2085-2089,45-49,MALE,12416
2022-2024,85+,MALE,569
2050-2054,65-69,MALE,-678
2050-2054,40-44,FEMALE,13542
2085-2089,80-84,FEMALE,-2446
2070-2074,75-79,MALE,-4754
2022-2024,45-49,FEMALE,11030
2060-2064,80-84,MALE,-2239
2065-2069,50-54,MALE,2108
2025-2029,5-9,FEMALE,1254
2070-2074,30-34,MALE,29559
2080-2084,25-29,MALE,24433
2050-2054,10-14,FEMALE,5814
2040-2044,10-14,FEMALE,5539
2060-2064,85+,FEMALE,435
2095-2099,65-69,FEMALE,-4518
2035-2039,50-54,MALE,3664
2070-2074,0-4,MALE,5593
2035-2039,60-64,FEMALE,-2410
2040-2044,15-19,FEMALE,6595
2055-2059,85+,FEMALE,300
2040-2044,80-84,FEMALE,-552
2045-2049,55-59,FEMALE,-3387
2060-2064,0-4,FEMALE,7600
2040-2044,70-74,FEMALE,-1065
2022-2024,30-34,FEMALE,37045
2050-2054,75-79,FEMALE,-1235
2065-2069,80-84,MALE,-2693
2035-2039,0-4,MALE,4828
2065-2069,85+,MALE,78
2050-2054,25-29,MALE,24985
2030-2034,60-64,FEMALE,-1716
2025-2029,50-54,MALE,4589
2095-2099,70-74,FEMALE,-4367
2095-2099,0-4,MALE,7832
2095-2099,85+,FEMALE,231
2060-2064,85+,MALE,21
2070-2074,55-59,FEMALE,-4556
2085-2089,65-69,FEMALE,-4643
2095-2099,0-4,MALE,5131
2050-2054,70-74,MALE,-1373
2035-2039,15-19,MALE,11025
2065-2069,20-24,MALE,21083
2025-2029,55-59,MALE,5899
2075-2079,15-19,MALE,10539
2080-2084,60-64,FEMALE,-4231
2050-2054,85+,FEMALE,341
2022-2024,85+,MALE,27
2055-2059,35-39,FEMALE,15570
2030-2034,25-29,MALE,22061
2025-2029,5-9,FEMALE,131
2060-2064,85+,MALE,219
2065-2069,80-84,FEMALE,-1902
2022-2024,35-39,MALE,37706
2065-2069,0-4,MALE,5989
2025-2029,75-79,MALE,5
2035-2039,15-19,FEMALE,6131
2040-2044,50-54,FEMALE,-4773
2065-2069,85+,MALE,219
2025-2029,50-54,FEMALE,-2673
2090-2094,10-14,FEMALE,6272
2095-2099,5-9,FEMALE,5087
2035-2039,20-24,MALE,19687
2055-2059,60-64,MALE,1256
2080-2084,45-49,FEMALE,1306
2085-2089,20-24,FEMALE,13675
2095-2099,15-19,FEMALE,8338
2022-2024,85+,MALE,38
2050-2054,70-74,FEMALE,-2411
2095-2099,10-14,FEMALE,6082
2080-2084,15-19,FEMALE,6593
2055-2059,20-24,MALE,19225
2060-2064,45-49,FEMALE,569
2090-2094,15-19,FEMALE,7587
2075-2079,0-4,MALE,5584
2022-2024,25-29,FEMALE,38880
2030-2034,5-9,MALE,4927
2030-2034,35-39,FEMALE,12716
2050-2054,70-74,MALE,-1296
2025-2029,80-84,FEMALE,-43
2035-2039,85+,MALE,251
2060-2064,35-39,FEMALE,16341
2085-2089,0-4,FEMALE,4594
2090-2094,25-29,MALE,28569
2035-2039,15-19,MALE,12174
2085-2089,80-84,FEMALE,-2454
2022-2024,45-49,MALE,16944
2035-2039,20-24,FEMALE,10974
2090-2094,25-29,FEMALE,18331
2085-2089,5-9,FEMALE,5765
2095-2099,20-24,MALE,17850
2090-2094,10-14,FEMALE,5898
2030-2034,10-14,FEMALE,4108
2075-2079,60-64,MALE,1250
2060-2064,25-29,FEMALE,18180
2030-2034,80-84,FEMALE,5
2065-2069,20-24,FEMALE,14723
2030-2034,15-19,FEMALE,4540
2060-2064,50-54,FEMALE,-4466
2045-2049,80-84,MALE,-1130
2080-2084,45-49,FEMALE,1390
2045-2049,5-9,FEMALE,5466
2090-2094,30-34,FEMALE,19291
2025-2029,30-34,MALE,13101
2025-2029,60-64,MALE,4054
2055-2059,65-69,MALE,-1231
2040-2044,85+,FEMALE,221
2065-2069,35-39,MALE,28051
2075-2079,85+,MALE,219
2035-2039,65-69,MALE,1889
2065-2069,45-49,FEMALE,-1682
2095-2099,65-69,MALE,-2130
2050-2054,5-9,MALE,7322
2040-2044,85+,MALE,71
2030-2034,55-59,MALE,5652
2065-2069,5-9,FEMALE,5601
2070-2074,80-84,MALE,-2884
2022-2024,25-29,FEMALE,32290
2035-2039,50-54,MALE,4239
2045-2049,10-14,FEMALE,5983
2095-2099,80-84,MALE,-5392
2022-2024,85+,MALE,637
2065-2069,10-14,FEMALE,5890
2035-2039,70-74,FEMALE,-740
2035-2039,65-69,MALE,2229
2040-2044,80-84,FEMALE,-683
2025-2029,65-69,MALE,2588
2040-2044,40-44,FEMALE,8119
2070-2074,85+,MALE,570
2090-2094,55-59,MALE,1850
2050-2054,75-79,MALE,-2245
2070-2074,10-14,FEMALE,6296
2080-2084,60-64,FEMALE,-4506
2040-2044,50-54,MALE,2333
2030-2034,85+,MALE,244
2060-2064,35-39,FEMALE,18104
2022-2024,5-9,FEMALE,13386
2040-2044,85+,MALE,342
2075-2079,55-59,FEMALE,-4506
2060-2064,15-19,MALE,11633
2040-2044,0-4,FEMALE,7508
2040-2044,65-69,MALE,1856
2085-2089,60-64,FEMALE,-4346
2030-2034,15-19,MALE,8996
2070-2074,85+,MALE,58
2075-2079,10-14,MALE,8409
