year,age,place_of_birth,births_per_1000_females
2091,17,all,3.59
2091,17,foreign-born,4.05
2091,17,native-born,3.5
2091,18,all,7.06
2091,18,foreign-born,7.97
2091,18,native-born,6.89
2091,19,all,15.58
2091,19,foreign-born,17.57
2091,19,native-born,15.19
2091,20,all,24.64
2091,20,foreign-born,27.8
2091,20,native-born,24.03
2091,21,all,33.44
2091,21,foreign-born,37.73
2091,21,native-born,32.62
2091,22,all,38.06
2091,22,foreign-born,42.93
2091,22,native-born,37.11
2091,23,all,42.4
2091,23,foreign-born,47.83
2091,23,native-born,41.35
2091,24,all,49.48
2091,24,foreign-born,55.82
2091,24,native-born,48.26
2091,25,all,56.29
2091,25,foreign-born,63.49
2091,25,native-born,54.9
2091,26,all,63.04
2091,26,foreign-born,71.11
2091,26,native-born,61.48
2091,27,all,76.15
2091,27,foreign-born,85.9
2091,27,native-born,74.27
2091,28,all,90.47
2091,28,foreign-born,102.05
2091,28,native-born,88.23
2091,29,all,107.52
2091,29,foreign-born,121.28
2091,29,native-born,104.85
2091,30,all,114.11
2091,30,foreign-born,128.71
2091,30,native-born,111.29
2091,31,all,116.57
2091,31,foreign-born,131.49
2091,31,native-born,113.69
2091,32,all,112.27
2091,32,foreign-born,126.64
2091,32,native-born,109.49
2091,33,all,105.05
2091,33,foreign-born,118.49
2091,33,native-born,102.45
2091,34,all,99.05
2091,34,foreign-born,111.73
2091,34,native-born,96.6
2091,35,all,90.88
2091,35,foreign-born,102.51
2091,35,native-born,88.63
2091,36,all,80.13
2091,36,foreign-born,90.39
2091,36,native-born,78.15
2091,37,all,65.02
2091,37,foreign-born,73.34
2091,37,native-born,63.41
2091,38,all,51.81
2091,38,foreign-born,58.44
2091,38,native-born,50.53
2091,39,all,40.38
2091,39,foreign-born,45.55
2091,39,native-born,39.38
2091,40,all,30.88
2091,40,foreign-born,34.83
2091,40,native-born,30.11
2091,41,all,21.95
2091,41,foreign-born,24.76
2091,41,native-born,21.4
2091,42,all,14.49
2091,42,foreign-born,16.35
2091,42,native-born,14.14
2091,43,all,8.93
2091,43,foreign-born,10.07
2091,43,native-born,8.71
2091,44,all,5.42
2091,44,foreign-born,6.12
2091,44,native-born,5.29
2091,45,all,3.27
2091,45,foreign-born,3.69
2091,45,native-born,3.19
2091,46,all,2.04
2091,46,foreign-born,2.3
2091,46,native-born,1.99
2091,47,all,1.13
2091,47,foreign-born,1.27
2091,47,native-born,1.1
2091,48,all,0.58
2091,48,foreign-born,0.65
2091,48,native-born,0.56
2091,49,all,1.18
2091,49,foreign-born,1.33
2091,49,native-born,1.15
2092,14,all,0.22
2092,14,foreign-born,0.25
2092,14,native-born,0.21
2092,15,all,0.62
2092,15,foreign-born,0.7
2092,15,native-born,0.6
2092,16,all,1.78
2092,16,foreign-born,2.01
2092,16,native-born,1.74
2092,17,all,3.59
2092,17,foreign-born,4.05
2092,17,native-born,3.5
2092,18,all,7.06
2092,18,foreign-born,7.97
2092,18,native-born,6.89
2092,19,all,15.58
2092,19,foreign-born,17.57
2092,19,native-born,15.19
2092,20,all,24.65
2092,20,foreign-born,27.8
2092,20,native-born,24.03
2092,21,all,33.45
2092,21,foreign-born,37.73
2092,21,native-born,32.62
2092,22,all,38.06
2092,22,foreign-born,42.93
2092,22,native-born,37.11
2092,23,all,42.41
2092,23,foreign-born,47.83
2092,23,native-born,41.35
2092,24,all,49.49
2092,24,foreign-born,55.82
2092,24,native-born,48.26
2092,25,all,56.29
2092,25,foreign-born,63.49
2092,25,native-born,54.9
2092,26,all,63.04
2092,26,foreign-born,71.11
2092,26,native-born,61.48
2092,27,all,76.16
2092,27,foreign-born,85.9
2092,27,native-born,74.27
2092,28,all,90.48
2092,28,foreign-born,102.05
2092,28,native-born,88.23
2092,29,all,107.52
2092,29,foreign-born,121.28
2092,29,native-born,104.85
2092,30,all,114.12
2092,30,foreign-born,128.71
2092,30,native-born,111.29
2092,31,all,116.58
2092,31,foreign-born,131.49
2092,31,native-born,113.69
2092,32,all,112.28
2092,32,foreign-born,126.64
2092,32,native-born,109.49
2092,33,all,105.06
2092,33,foreign-born,118.49
2092,33,native-born,102.45
2092,34,all,99.06
2092,34,foreign-born,111.73
2092,34,native-born,96.6
2092,35,all,90.88
2092,35,foreign-born,102.51
2092,35,native-born,88.63
2092,36,all,80.14
2092,36,foreign-born,90.39
2092,36,native-born,78.15
2092,37,all,65.03
2092,37,foreign-born,73.34
2092,37,native-born,63.41
2092,38,all,51.82
2092,38,foreign-born,58.44
2092,38,native-born,50.53
2092,39,all,40.39
2092,39,foreign-born,45.55
2092,39,native-born,39.38
2092,40,all,30.88
2092,40,foreign-born,34.83
2092,40,native-born,30.11
2092,41,all,21.95
2092,41,foreign-born,24.76
2092,41,native-born,21.4
2092,42,all,14.5
2092,42,foreign-born,16.35
2092,42,native-born,14.14
2092,43,all,8.93
2092,43,foreign-born,10.07
2092,43,native-born,8.71
2092,44,all,5.42
2092,44,foreign-born,6.12
2092,44,native-born,5.29
2092,45,all,3.27
2092,45,foreign-born,3.69
2092,45,native-born,3.19
2092,46,all,2.04
2092,46,foreign-born,2.3
2092,46,native-born,1.99
2092,47,all,1.13
2092,47,foreign-born,1.27
2092,47,native-born,1.1
2092,48,all,0.58
2092,48,foreign-born,0.65
2092,48,native-born,0.56
2092,49,all,1.18
2092,49,foreign-born,1.33
2092,49,native-born,1.15
2093,14,all,0.22
2093,14,foreign-born,0.25
2093,14,native-born,0.21
2093,15,all,0.62
2093,15,foreign-born,0.7
2093,15,native-born,0.6
2093,16,all,1.78
2093,16,foreign-born,2.01
2093,16,native-born,1.74
2093,17,all,3.59
2093,17,foreign-born,4.05
2093,17,native-born,3.5
2093,18,all,7.06
2093,18,foreign-born,7.97
2093,18,native-born,6.89
2093,19,all,15.58
2093,19,foreign-born,17.57
2093,19,native-born,15.19
2093,20,all,24.65
2093,20,foreign-born,27.8
2093,20,native-born,24.03
2093,21,all,33.45
2093,21,foreign-born,37.73
2093,21,native-born,32.62
2093,22,all,38.06
2093,22,foreign-born,42.93
2093,22,native-born,37.11
2093,23,all,42.41
2093,23,foreign-born,47.83
2093,23,native-born,41.35
2093,24,all,49.49
2093,24,foreign-born,55.82
2093,24,native-born,48.26
2093,25,all,56.3
2093,25,foreign-born,63.49
2093,25,native-born,54.9
2093,26,all,63.05
2093,26,foreign-born,71.11
2093,26,native-born,61.48
2093,27,all,76.17
2093,27,foreign-born,85.9
2093,27,native-born,74.27
2093,28,all,90.49
2093,28,foreign-born,102.05
2093,28,native-born,88.23
2093,29,all,107.53
2093,29,foreign-born,121.28
2093,29,native-born,104.85
2093,30,all,114.13
2093,30,foreign-born,128.71
2093,30,native-born,111.29
2093,31,all,116.59
2093,31,foreign-born,131.49
2093,31,native-born,113.69
2093,32,all,112.29
2093,32,foreign-born,126.64
2093,32,native-born,109.49
2093,33,all,105.06
2093,33,foreign-born,118.49
2093,33,native-born,102.45
2093,34,all,99.07
2093,34,foreign-born,111.73
2093,34,native-born,96.6
2093,35,all,90.89
2093,35,foreign-born,102.51
2093,35,native-born,88.63
2093,36,all,80.15
2093,36,foreign-born,90.39
2093,36,native-born,78.15
2093,37,all,65.03
2093,37,foreign-born,73.34
2093,37,native-born,63.41
2093,38,all,51.82
2093,38,foreign-born,58.44
2093,38,native-born,50.53
2093,39,all,40.39
2093,39,foreign-born,45.55
2093,39,native-born,39.38
2093,40,all,30.88
2093,40,foreign-born,34.83
2093,40,native-born,30.11
2093,41,all,21.95
2093,41,foreign-born,24.76
2093,41,native-born,21.4
2093,42,all,14.5
2093,42,foreign-born,16.35
2093,42,native-born,14.14
2093,43,all,8.93
2093,43,foreign-born,10.07
2093,43,native-born,8.71
2093,44,all,5.43
2093,44,foreign-born,6.12
2093,44,native-born,5.29
2093,45,all,3.27
2093,45,foreign-born,3.69
2093,45,native-born,3.19
2093,46,all,2.04
2093,46,foreign-born,2.3
2093,46,native-born,1.99
2093,47,all,1.13
2093,47,foreign-born,1.27
2093,47,native-born,1.1
2093,48,all,0.58
2093,48,foreign-born,0.65
2093,48,native-born,0.56
2093,49,all,1.18
2093,49,foreign-born,1.33
2093,49,native-born,1.15
2094,14,all,0.22
2094,14,foreign-born,0.25
2094,14,native-born,0.21
2094,15,all,0.62
2094,15,foreign-born,0.7
2094,15,native-born,0.6
2094,16,all,1.78
2094,16,foreign-born,2.01
2094,16,native-born,1.74
2094,17,all,3.59
2094,17,foreign-born,4.05
2094,17,native-born,3.5
2094,18,all,7.06
2094,18,foreign-born,7.97
2094,18,native-born,6.89
2094,19,all,15.58
2094,19,foreign-born,17.57
2094,19,native-born,15.19
2094,20,all,24.65
2094,20,foreign-born,27.8
2094,20,native-born,24.03
2094,21,all,33.45
2094,21,foreign-born,37.73
2094,21,native-born,32.62
2094,22,all,38.07
2094,22,foreign-born,42.93
2094,22,native-born,37.11
2094,23,all,42.42
2094,23,foreign-born,47.83
2094,23,native-born,41.35
2094,24,all,49.5
2094,24,foreign-born,55.82
2094,24,native-born,48.26
2094,25,all,56.3
2094,25,foreign-born,63.49
2094,25,native-born,54.9
2094,26,all,63.06
2094,26,foreign-born,71.11
2094,26,native-born,61.48
2094,27,all,76.17
2094,27,foreign-born,85.9
2094,27,native-born,74.27
2094,28,all,90.5
2094,28,foreign-born,102.05
2094,28,native-born,88.23
2094,29,all,107.54
2094,29,foreign-born,121.28
2094,29,native-born,104.85
2094,30,all,114.14
2094,30,foreign-born,128.71
2094,30,native-born,111.29
2094,31,all,116.6
2094,31,foreign-born,131.49
2094,31,native-born,113.69
2094,32,all,112.3
2094,32,foreign-born,126.64
2094,32,native-born,109.49
2094,33,all,105.07
2094,33,foreign-born,118.49
2094,33,native-born,102.45
2094,34,all,99.08
2094,34,foreign-born,111.73
2094,34,native-born,96.6
2094,35,all,90.9
2094,35,foreign-born,102.51
2094,35,native-born,88.63
2094,36,all,80.15
2094,36,foreign-born,90.39
2094,36,native-born,78.15
2094,37,all,65.04
2094,37,foreign-born,73.34
2094,37,native-born,63.41
2094,38,all,51.83
2094,38,foreign-born,58.44
2094,38,native-born,50.53
2094,39,all,40.4
2094,39,foreign-born,45.55
2094,39,native-born,39.38
2094,40,all,30.88
2094,40,foreign-born,34.83
2094,40,native-born,30.11
2094,41,all,21.95
2094,41,foreign-born,24.76
2094,41,native-born,21.4
2094,42,all,14.5
2094,42,foreign-born,16.35
2094,42,native-born,14.14
2094,43,all,8.93
2094,43,foreign-born,10.07
2094,43,native-born,8.71
2094,44,all,5.43
2094,44,foreign-born,6.12
2094,44,native-born,5.29
2094,45,all,3.27
2094,45,foreign-born,3.69
2094,45,native-born,3.19
2094,46,all,2.04
2094,46,foreign-born,2.3
2094,46,native-born,1.99
2094,47,all,1.13
2094,47,foreign-born,1.27
2094,47,native-born,1.1
2094,48,all,0.58
2094,48,foreign-born,0.65
2094,48,native-born,0.56
2094,49,all,1.18
2094,49,foreign-born,1.33
2094,49,native-born,1.15
2095,14,all,0.22
2095,14,foreign-born,0.25
2095,14,native-born,0.21
2095,15,all,0.62
2095,15,foreign-born,0.7
2095,15,native-born,0.6
2095,16,all,1.78
2095,16,foreign-born,2.01
2095,16,native-born,1.74
2095,17,all,3.59
2095,17,foreign-born,4.05
2095,17,native-born,3.5
2095,18,all,7.07
2095,18,foreign-born,7.97
2095,18,native-born,6.89
2095,19,all,15.59
2095,19,foreign-born,17.57
2095,19,native-born,15.19
2095,20,all,24.65
2095,20,foreign-born,27.8
2095,20,native-born,24.03
2095,21,all,33.46
2095,21,foreign-born,37.73
2095,21,native-born,32.62
2095,22,all,38.07
2095,22,foreign-born,42.93
2095,22,native-born,37.11
2095,23,all,42.42
2095,23,foreign-born,47.83
2095,23,native-born,41.35
2095,24,all,49.5
2095,24,foreign-born,55.82
2095,24,native-born,48.26
2095,25,all,56.31
2095,25,foreign-born,63.49
2095,25,native-born,54.9
2095,26,all,63.06
2095,26,foreign-born,71.11
2095,26,native-born,61.48
2095,27,all,76.18
2095,27,foreign-born,85.9
2095,27,native-born,74.27
2095,28,all,90.5
2095,28,foreign-born,102.05
2095,28,native-born,88.23
2095,29,all,107.55
2095,29,foreign-born,121.28
2095,29,native-born,104.85
2095,30,all,114.15
2095,30,foreign-born,128.71
2095,30,native-born,111.29
2095,31,all,116.61
2095,31,foreign-born,131.49
2095,31,native-born,113.69
2095,32,all,112.31
2095,32,foreign-born,126.64
2095,32,native-born,109.49
2095,33,all,105.08
2095,33,foreign-born,118.49
2095,33,native-born,102.45
2095,34,all,99.08
2095,34,foreign-born,111.73
2095,34,native-born,96.6
2095,35,all,90.91
2095,35,foreign-born,102.51
2095,35,native-born,88.63
2095,36,all,80.16
2095,36,foreign-born,90.39
2095,36,native-born,78.15
2095,37,all,65.04
2095,37,foreign-born,73.34
2095,37,native-born,63.41
2095,38,all,51.83
2095,38,foreign-born,58.44
2095,38,native-born,50.53
2095,39,all,40.4
2095,39,foreign-born,45.55
2095,39,native-born,39.38
2095,40,all,30.89
2095,40,foreign-born,34.83
2095,40,native-born,30.11
2095,41,all,21.95
2095,41,foreign-born,24.76
2095,41,native-born,21.4
2095,42,all,14.5
2095,42,foreign-born,16.35
2095,42,native-born,14.14
2095,43,all,8.93
2095,43,foreign-born,10.07
2095,43,native-born,8.71
2095,44,all,5.43
2095,44,foreign-born,6.12
2095,44,native-born,5.29
2095,45,all,3.27
2095,45,foreign-born,3.69
2095,45,native-born,3.19
2095,46,all,2.04
2095,46,foreign-born,2.3
2095,46,native-born,1.99
2095,47,all,1.13
2095,47,foreign-born,1.27
2095,47,native-born,1.1
2095,48,all,0.58
2095,48,foreign-born,0.65
2095,48,native-born,0.56
2095,49,all,1.18
2095,49,foreign-born,1.33
2095,49,native-born,1.15
2096,14,all,0.22
2096,14,foreign-born,0.25
2096,14,native-born,0.21
2096,15,all,0.62
2096,15,foreign-born,0.7
2096,15,native-born,0.6
2096,16,all,1.78
2096,16,foreign-born,2.01
2096,16,native-born,1.74
2096,17,all,3.59
2096,17,foreign-born,4.05
2096,17,native-born,3.5
2096,18,all,7.07
2096,18,foreign-born,7.97
2096,18,native-born,6.89
2096,19,all,15.59
2096,19,foreign-born,17.57
2096,19,native-born,15.19
2096,20,all,24.65
2096,20,foreign-born,27.8
2096,20,native-born,24.03
2096,21,all,33.46
2096,21,foreign-born,37.73
2096,21,native-born,32.62
2096,22,all,38.07
2096,22,foreign-born,42.93
2096,22,native-born,37.11
2096,23,all,42.42
2096,23,foreign-born,47.83
2096,23,native-born,41.35
2096,24,all,49.5
2096,24,foreign-born,55.82
2096,24,native-born,48.26
2096,25,all,56.31
2096,25,foreign-born,63.49
2096,25,native-born,54.9
2096,26,all,63.07
2096,26,foreign-born,71.11
2096,26,native-born,61.48
2096,27,all,76.18
2096,27,foreign-born,85.9
2096,27,native-born,74.27
2096,28,all,90.51
2096,28,foreign-born,102.05
2096,28,native-born,88.23
2096,29,all,107.56
2096,29,foreign-born,121.28
2096,29,native-born,104.85
2096,30,all,114.16
2096,30,foreign-born,128.71
2096,30,native-born,111.29
2096,31,all,116.62
2096,31,foreign-born,131.49
2096,31,native-born,113.69
2096,32,all,112.32
2096,32,foreign-born,126.64
2096,32,native-born,109.49
2096,33,all,105.09
2096,33,foreign-born,118.49
2096,33,native-born,102.45
2096,34,all,99.09
2096,34,foreign-born,111.73
2096,34,native-born,96.6
2096,35,all,90.92
2096,35,foreign-born,102.51
2096,35,native-born,88.63
2096,36,all,80.17
2096,36,foreign-born,90.39
2096,36,native-born,78.15
2096,37,all,65.05
2096,37,foreign-born,73.34
2096,37,native-born,63.41
2096,38,all,51.83
2096,38,foreign-born,58.44
2096,38,native-born,50.53
2096,39,all,40.4
2096,39,foreign-born,45.55
2096,39,native-born,39.38
2096,40,all,30.89
2096,40,foreign-born,34.83
2096,40,native-born,30.11
2096,41,all,21.96
2096,41,foreign-born,24.76
2096,41,native-born,21.4
2096,42,all,14.5
2096,42,foreign-born,16.35
2096,42,native-born,14.14
2096,43,all,8.93
2096,43,foreign-born,10.07
2096,43,native-born,8.71
2096,44,all,5.43
2096,44,foreign-born,6.12
2096,44,native-born,5.29
2096,45,all,3.27
2096,45,foreign-born,3.69
2096,45,native-born,3.19
2096,46,all,2.04
2096,46,foreign-born,2.3
2096,46,native-born,1.99
2096,47,all,1.13
2096,47,foreign-born,1.27
2096,47,native-born,1.1
2096,48,all,0.58
2096,48,foreign-born,0.65
2096,48,native-born,0.56
2096,49,all,1.18
2096,49,foreign-born,1.33
2096,49,native-born,1.15
2097,14,all,0.22
2097,14,foreign-born,0.25
2097,14,native-born,0.21
2097,15,all,0.62
2097,15,foreign-born,0.7
2097,15,native-born,0.6
2097,16,all,1.78
2097,16,foreign-born,2.01
2097,16,native-born,1.74
2097,17,all,3.59
2097,17,foreign-born,4.05
2097,17,native-born,3.5
2097,18,all,7.07
2097,18,foreign-born,7.97
2097,18,native-born,6.89
2097,19,all,15.59
2097,19,foreign-born,17.57
2097,19,native-born,15.19
2097,20,all,24.66
2097,20,foreign-born,27.8
2097,20,native-born,24.03
2097,21,all,33.46
2097,21,foreign-born,37.73
2097,21,native-born,32.62
2097,22,all,38.08
2097,22,foreign-born,42.93
2097,22,native-born,37.11
2097,23,all,42.43
2097,23,foreign-born,47.83
2097,23,native-born,41.35
2097,24,all,49.51
2097,24,foreign-born,55.82
2097,24,native-born,48.26
2097,25,all,56.32
2097,25,foreign-born,63.49
2097,25,native-born,54.9
2097,26,all,63.07
2097,26,foreign-born,71.11
2097,26,native-born,61.48
2097,27,all,76.19
2097,27,foreign-born,85.9
2097,27,native-born,74.27
2097,28,all,90.52
2097,28,foreign-born,102.05
2097,28,native-born,88.23
2097,29,all,107.57
2097,29,foreign-born,121.28
2097,29,native-born,104.85
2097,30,all,114.17
2097,30,foreign-born,128.71
2097,30,native-born,111.29
2097,31,all,116.63
2097,31,foreign-born,131.49
2097,31,native-born,113.69
2097,32,all,112.33
2097,32,foreign-born,126.64
2097,32,native-born,109.49
2097,33,all,105.1
2097,33,foreign-born,118.49
2097,33,native-born,102.45
2097,34,all,99.1
2097,34,foreign-born,111.73
2097,34,native-born,96.6
2097,35,all,90.92
2097,35,foreign-born,102.51
2097,35,native-born,88.63
2097,36,all,80.17
2097,36,foreign-born,90.39
2097,36,native-born,78.15
2097,37,all,65.05
2097,37,foreign-born,73.34
2097,37,native-born,63.41
2097,38,all,51.84
2097,38,foreign-born,58.44
2097,38,native-born,50.53
2097,39,all,40.41
2097,39,foreign-born,45.55
2097,39,native-born,39.38
2097,40,all,30.89
2097,40,foreign-born,34.83
2097,40,native-born,30.11
2097,41,all,21.96
2097,41,foreign-born,24.76
2097,41,native-born,21.4
2097,42,all,14.5
2097,42,foreign-born,16.35
2097,42,native-born,14.14
2097,43,all,8.93
2097,43,foreign-born,10.07
2097,43,native-born,8.71
2097,44,all,5.43
2097,44,foreign-born,6.12
2097,44,native-born,5.29
2097,45,all,3.27
2097,45,foreign-born,3.69
2097,45,native-born,3.19
2097,46,all,2.04
2097,46,foreign-born,2.3
2097,46,native-born,1.99
2097,47,all,1.13
2097,47,foreign-born,1.27
2097,47,native-born,1.1
2097,48,all,0.58
2097,48,foreign-born,0.65
2097,48,native-born,0.56
2097,49,all,1.18
2097,49,foreign-born,1.33
2097,49,native-born,1.15
2098,14,all,0.22
2098,14,foreign-born,0.25
2098,14,native-born,0.21
2098,15,all,0.62
2098,15,foreign-born,0.7
2098,15,native-born,0.6
2098,16,all,1.78
2098,16,foreign-born,2.01
2098,16,native-born,1.74
2098,17,all,3.59
2098,17,foreign-born,4.05
2098,17,native-born,3.5
2098,18,all,7.07
2098,18,foreign-born,7.97
2098,18,native-born,6.89
2098,19,all,15.59
2098,19,foreign-born,17.57
2098,19,native-born,15.19
2098,20,all,24.66
2098,20,foreign-born,27.8
2098,20,native-born,24.03
2098,21,all,33.46
2098,21,foreign-born,37.73
2098,21,native-born,32.62
2098,22,all,38.08
2098,22,foreign-born,42.93
2098,22,native-born,37.11
2098,23,all,42.43
2098,23,foreign-born,47.83
2098,23,native-born,41.35
2098,24,all,49.51
2098,24,foreign-born,55.82
2098,24,native-born,48.26
2098,25,all,56.32
2098,25,foreign-born,63.49
2098,25,native-born,54.9
2098,26,all,63.08
2098,26,foreign-born,71.11
2098,26,native-born,61.48
2098,27,all,76.2
2098,27,foreign-born,85.9
2098,27,native-born,74.27
2098,28,all,90.52
2098,28,foreign-born,102.05
2098,28,native-born,88.23
2098,29,all,107.58
2098,29,foreign-born,121.28
2098,29,native-born,104.85
2098,30,all,114.18
2098,30,foreign-born,128.71
2098,30,native-born,111.29
2098,31,all,116.64
2098,31,foreign-born,131.49
2098,31,native-born,113.69
2098,32,all,112.34
2098,32,foreign-born,126.64
2098,32,native-born,109.49
2098,33,all,105.11
2098,33,foreign-born,118.49
2098,33,native-born,102.45
2098,34,all,99.11
2098,34,foreign-born,111.73
2098,34,native-born,96.6
2098,35,all,90.93
2098,35,foreign-born,102.51
2098,35,native-born,88.63
2098,36,all,80.18
2098,36,foreign-born,90.39
2098,36,native-born,78.15
2098,37,all,65.06
2098,37,foreign-born,73.34
2098,37,native-born,63.41
2098,38,all,51.84
2098,38,foreign-born,58.44
2098,38,native-born,50.53
2098,39,all,40.41
2098,39,foreign-born,45.55
2098,39,native-born,39.38
2098,40,all,30.89
2098,40,foreign-born,34.83
2098,40,native-born,30.11
2098,41,all,21.96
2098,41,foreign-born,24.76
2098,41,native-born,21.4
2098,42,all,14.5
2098,42,foreign-born,16.35
2098,42,native-born,14.14
2098,43,all,8.94
2098,43,foreign-born,10.07
2098,43,native-born,8.71
2098,44,all,5.43
2098,44,foreign-born,6.12
2098,44,native-born,5.29
2098,45,all,3.27
2098,45,foreign-born,3.69
2098,45,native-born,3.19
2098,46,all,2.04
2098,46,foreign-born,2.3
2098,46,native-born,1.99
2098,47,all,1.13
2098,47,foreign-born,1.27
